,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
45665,D4,627,0,2024-02-24 13:49:00+00,2024,2,Saturday ,13,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
45667,C6,200,0,2023-09-28 14:47:00+00,2023,9,Thursday ,14,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
45679,C11,460,0,2024-01-12 07:15:00+00,2024,1,Friday   ,7,WASHINGTON ST,42.30422130760765,-71.07918520814748,"(42.30422130760765, -71.07918520814748)"
45719,A1,120,0,2023-08-28 03:39:00+00,2023,8,Monday   ,3,PARK PLZ,42.35162742682775,-71.06866458095081,"(42.35162742682775, -71.06866458095081)"
45752,D4,138,0,2024-03-27 15:30:00+00,2024,3,Wednesday,15,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
45762,C11,384,0,2024-03-31 09:10:00+00,2024,3,Sunday   ,9,GALLIVAN BLVD,42.28349320440318,-71.04831363427365,"(42.28349320440318, -71.04831363427365)"
45764,A7,28,0,2024-04-01 00:00:00+00,2024,4,Monday   ,0,CENTRAL SQ,42.37421052890368,-71.03918521307645,"(42.37421052890368, -71.03918521307645)"
45766,C11,450,0,2024-03-31 09:50:00+00,2024,3,Sunday   ,9,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
45774,A1,112,0,2024-04-01 13:22:00+00,2024,4,Monday   ,13,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
45777,C6,222,0,2024-03-31 19:59:00+00,2024,3,Sunday   ,19,E BROADWAY,42.335616098217365,-71.03641939204086,"(42.335616098217365, -71.03641939204086)"
45833,B2,316,0,2024-02-21 15:02:00+00,2024,2,Wednesday,15,HAROLD ST,42.31396731784188,-71.09178893982674,"(42.31396731784188, -71.09178893982674)"
45880,A1,112,0,2023-08-29 18:23:00+00,2023,8,Tuesday  ,18,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
45896,A1,112,0,2023-08-24 18:15:00+00,2023,8,Thursday ,18,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
45898,C11,186,0,2023-08-24 10:14:00+00,2023,8,Thursday ,10,ALLSTATE RD,42.328099189441325,-71.0632172846628,"(42.328099189441325, -71.0632172846628)"
45918,D4,138,0,2024-02-21 19:17:00+00,2024,2,Wednesday,19,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
45920,E18,493,0,2024-02-20 16:42:00+00,2024,2,Tuesday  ,16,RIVER ST,42.2619480823838,-71.10971690223373,"(42.2619480823838, -71.10971690223373)"
45936,C11,450,0,2024-02-24 09:59:00+00,2024,2,Saturday ,9,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
45951,C6,186,0,2024-02-23 11:24:00+00,2024,2,Friday   ,11,ALLSTATE ROAD,,,
45969,C6,186,0,2024-01-10 17:20:00+00,2024,1,Wednesday,17,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
45989,A1,112,0,2024-02-21 17:06:00+00,2024,2,Wednesday,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
45994,A7,16,0,2024-02-07 18:00:00+00,2024,2,Wednesday,18,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
46011,A1,,0,2023-05-16 17:10:00+00,2023,5,Tuesday  ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
46152,D4,,0,2023-05-17 13:33:00+00,2023,5,Wednesday,13,HARRISON AVE,42.34496681296949,-71.06382272667581,"(42.34496681296949, -71.06382272667581)"
46172,B3,426,0,2023-08-29 13:15:00+00,2023,8,Tuesday  ,13,BLUE HILL AVE,42.26820155864584,-71.09367416656292,"(42.268201558645835, -71.09367416656292)"
46217,A1,104,0,2024-04-02 13:48:00+00,2024,4,Tuesday  ,13,WASHINGTON ST,42.35680027278679,-71.05893069821927,"(42.356800272786785, -71.05893069821927)"
46221,C11,385,0,2024-03-24 15:58:00+00,2024,3,Sunday   ,15,GALLIVAN BLVD,42.28474734553543,-71.04460367054645,"(42.28474734553543, -71.04460367054645)"
46236,C6,186,0,2024-03-14 14:15:00+00,2024,3,Thursday ,14,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
46237,C6,200,0,2024-03-08 12:24:00+00,2024,3,Friday   ,12,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
46239,A1,112,0,2024-04-05 17:11:00+00,2024,4,Friday   ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
46246,C11,352,0,2024-04-05 19:23:00+00,2024,4,Friday   ,19,ADAMS ST,42.302038542068864,-71.06009129138428,"(42.302038542068864, -71.06009129138428)"
46253,D4,142,0,2024-03-27 11:41:00+00,2024,3,Wednesday,11,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
46256,E13,634,0,2024-03-27 18:25:00+00,2024,3,Wednesday,18,CENTRE ST,42.321273893826735,-71.11030533649698,"(42.321273893826735, -71.11030533649698)"
46358,D4,627,0,2024-01-19 20:16:00+00,2024,1,Friday   ,20,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
46367,D4,143,0,2024-01-19 12:09:00+00,2024,1,Friday   ,12,BOYLSTON ST,42.3490190949302,-71.08130186019126,"(42.3490190949302, -71.08130186019126)"
46372,D4,138,0,2024-01-12 16:05:00+00,2024,1,Friday   ,16,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
46377,C6,222,0,2024-01-12 19:15:00+00,2024,1,Friday   ,19,E BROADWAY,42.335616098217365,-71.03641939204086,"(42.335616098217365, -71.03641939204086)"
46390,C11,450,0,2024-01-12 12:28:00+00,2024,1,Friday   ,12,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
46437,A1,112,0,2023-08-29 12:50:00+00,2023,8,Tuesday  ,12,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
46438,D4,134,0,2023-08-29 19:30:00+00,2023,8,Tuesday  ,19,DARTMOUTH ST,42.35029328878058,-71.07744722040364,"(42.350293288780584, -71.07744722040364)"
46458,D4,146,0,2024-03-27 01:57:00+00,2024,3,Wednesday,1,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
46496,D4,143,0,2024-02-10 13:14:00+00,2024,2,Saturday ,13,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
46525,A1,94,0,2024-01-14 14:11:00+00,2024,1,Sunday   ,14,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
46531,D4,143,0,2024-01-14 16:25:00+00,2024,1,Sunday   ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
46588,A1,112,0,2024-01-15 15:20:00+00,2024,1,Monday   ,15,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
46591,A7,26,0,2024-01-15 12:44:00+00,2024,1,Monday   ,12,BORDER ST,42.37382704784248,-71.04052495666849,"(42.373827047842475, -71.04052495666849)"
46609,E5,680,0,2024-03-27 10:00:00+00,2024,3,Wednesday,10,CORINTH ST,42.28593163454536,-71.12933781345983,"(42.285931634545356, -71.12933781345983)"
46610,C11,356,0,2024-03-28 14:47:00+00,2024,3,Thursday ,14,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
46626,D4,,0,2023-05-08 14:07:00+00,2023,5,Monday   ,14,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
46654,B2,586,0,2024-01-12 22:41:00+00,2024,1,Friday   ,22,HILLSIDE ST,42.33043298144911,-71.10268609374238,"(42.33043298144911, -71.10268609374238)"
46667,D4,133,0,2024-01-11 12:03:00+00,2024,1,Thursday ,12,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
46686,D4,149,0,2024-01-10 11:36:00+00,2024,1,Wednesday,11,DARTMOUTH ST,42.34767021157533,-71.07620793172038,"(42.347670211575334, -71.07620793172038)"
46708,D4,,0,2023-06-08 12:47:00+00,2023,6,Thursday ,12,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
46709,A1,,0,2023-06-07 12:46:00+00,2023,6,Wednesday,12,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
46765,B3,428,0,2024-05-05 17:20:00+00,2024,5,Sunday   ,17,MORTON ST,42.28187017401512,-71.08751220128951,"(42.28187017401512, -71.08751220128951)"
46791,C11,450,0,2024-01-13 08:48:00+00,2024,1,Saturday ,8,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
46844,B2,309,0,2024-05-03 15:27:00+00,2024,5,Friday   ,15,MARTIN LUTHER KING JR BLVD,42.318600893967655,-71.0840585146896,"(42.318600893967655, -71.0840585146896)"
46884,A1,112,0,2023-11-14 19:46:00+00,2023,11,Tuesday  ,19,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
46911,C6,186,0,2023-11-16 12:40:00+00,2023,11,Thursday ,12,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
46925,E18,490,0,2023-10-25 09:51:00+00,2023,10,Wednesday,9,AMERICAN LEGION HWY,42.27412982229016,-71.11674693475842,"(42.274129822290156, -71.11674693475842)"
46982,D4,143,0,2023-08-25 19:05:00+00,2023,8,Friday   ,19,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
47016,C11,356,0,2024-07-28 16:22:00+00,2024,7,Sunday   ,16,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
47024,B3,406,0,2023-10-25 10:31:00+00,2023,10,Wednesday,10,RIVER ST,42.27222762298229,-71.07006215464861,"(42.27222762298229, -71.07006215464861)"
47082,E5,,0,2023-07-19 14:50:00+00,2023,7,Wednesday,14,WASHINGTON ST,42.28788894494422,-71.12658660943728,"(42.28788894494422, -71.12658660943728)"
47132,E5,,0,2023-08-03 15:58:00+00,2023,8,Thursday ,15,VFW PKWY,42.28059473010109,-71.17091611354324,"(42.28059473010109, -71.17091611354324)"
47135,E13,,0,2023-08-03 10:43:00+00,2023,8,Thursday ,10,CENTRE ST,42.32284443353899,-71.1038483952638,"(42.32284443353899, -71.1038483952638)"
47167,E13,304,0,2024-03-31 10:22:00+00,2024,3,Sunday   ,10,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
47171,E13,634,0,2024-03-31 10:56:00+00,2024,3,Sunday   ,10,CENTRE ST,42.321273893826735,-71.11030533649698,"(42.321273893826735, -71.11030533649698)"
47184,E13,304,0,2024-04-19 09:15:00+00,2024,4,Friday   ,9,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
47187,D4,143,0,2024-04-19 00:00:00+00,2024,4,Friday   ,0,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
47210,A7,28,0,2024-05-07 14:32:00+00,2024,5,Tuesday  ,14,CENTRAL SQ,42.37421052890368,-71.03918521307645,"(42.37421052890368, -71.03918521307645)"
47212,A1,104,0,2024-05-07 15:29:00+00,2024,5,Tuesday  ,15,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
47252,D4,143,0,2023-07-21 16:05:00+00,2023,7,Friday   ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
47259,D4,164,0,2023-07-21 17:50:00+00,2023,7,Friday   ,17,WASHINGTON ST,42.34221522992743,-71.06780644614494,"(42.34221522992743, -71.06780644614494)"
47278,A1,,0,2023-08-05 09:29:00+00,2023,8,Saturday ,9,CITY HALL PLZ,42.35972088516151,-71.0585240442011,"(42.35972088516151, -71.0585240442011)"
47353,D4,,0,2023-08-02 17:21:00+00,2023,8,Wednesday,17,NEWBURY STREET,,,
47395,D4,627,0,2024-05-06 15:30:00+00,2024,5,Monday   ,15,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
47432,E5,,0,2023-07-20 16:13:00+00,2023,7,Thursday ,16,WASHINGTON ST,42.28788894494422,-71.12658660943728,"(42.28788894494422, -71.12658660943728)"
47437,A1,,0,2023-07-20 13:02:00+00,2023,7,Thursday ,13,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
47470,A1,72,0,2023-08-05 11:25:00+00,2023,8,Saturday ,11,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
47471,E13,,0,2023-08-05 18:48:00+00,2023,8,Saturday ,18,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
47496,C6,214,0,2024-04-18 09:17:00+00,2024,4,Thursday ,9,W BROADWAY,42.33611150189893,-71.04665481129499,"(42.336111501898934, -71.04665481129499)"
47510,E5,724,0,2024-05-07 01:45:00+00,2024,5,Tuesday  ,1,VFW PKWY,42.269320665397785,-71.17205028334226,"(42.269320665397785, -71.17205028334226)"
47513,D4,167,0,2024-05-01 10:24:00+00,2024,5,Wednesday,10,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
47519,D4,,0,2023-07-31 17:57:00+00,2023,7,Monday   ,17,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
47526,A1,,0,2023-07-31 17:40:00+00,2023,7,Monday   ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
47573,A1,118,0,2024-03-20 21:09:00+00,2024,3,Wednesday,21,STUART ST,42.350867504527606,-71.06721420053205,"(42.350867504527606, -71.06721420053205)"
47576,D4,133,0,2023-12-10 18:12:00+00,2023,12,Sunday   ,18,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
47594,D4,133,0,2024-05-09 14:46:00+00,2024,5,Thursday ,14,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
47642,B2,,0,2023-08-05 12:36:00+00,2023,8,Saturday ,12,WARREN ST,42.316966055161714,-71.08254116899847,"(42.316966055161714, -71.08254116899847)"
47654,E13,,0,2023-07-21 16:15:00+00,2023,7,Friday   ,16,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
47655,E13,,0,2023-07-21 08:02:00+00,2023,7,Friday   ,8,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
47699,D4,627,0,2024-05-22 13:44:00+00,2024,5,Wednesday,13,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
47724,D4,,0,2023-12-13 19:52:00+00,2023,12,Wednesday,19,NEWBURY STREET,,,
47766,D4,143,0,2024-03-25 13:59:00+00,2024,3,Monday   ,13,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
47818,A15,,0,2023-08-03 13:21:00+00,2023,8,Thursday ,13,VINE ST,42.37700185249373,-71.0567891951671,"(42.37700185249373, -71.0567891951671)"
47845,A7,,0,2023-08-02 14:41:00+00,2023,8,Wednesday,14,BORDER ST,42.37382704784248,-71.04052495666849,"(42.373827047842475, -71.04052495666849)"
47856,E13,645,0,2024-05-01 10:38:00+00,2024,5,Wednesday,10,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
47858,A1,94,0,2024-05-04 17:02:00+00,2024,5,Saturday ,17,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
47900,C6,186,0,2024-02-12 15:18:00+00,2024,2,Monday   ,15,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
47902,C6,186,0,2024-03-06 17:13:00+00,2024,3,Wednesday,17,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
47908,A1,111,0,2024-03-25 10:12:00+00,2024,3,Monday   ,10,WASHINGTON ST,42.352729000406285,-71.062563376214,"(42.352729000406285, -71.062563376214)"
48000,D4,627,0,2024-05-09 19:30:00+00,2024,5,Thursday ,19,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
48006,D4,146,0,2024-05-09 16:50:00+00,2024,5,Thursday ,16,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
48028,B3,476,0,2024-07-04 15:51:00+00,2024,7,Thursday ,15,BLUE HILL AVE,42.2699468933332,-71.0938037982284,"(42.2699468933332, -71.0938037982284)"
48063,D4,156,0,2024-04-21 17:25:00+00,2024,4,Sunday   ,17,TREMONT ST,42.339834885695616,-71.07923900823879,"(42.339834885695616, -71.07923900823879)"
48085,D4,143,0,2023-08-29 14:35:00+00,2023,8,Tuesday  ,14,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
48123,D4,627,0,2024-02-23 16:30:00+00,2024,2,Friday   ,16,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
48170,A1,112,0,2024-07-04 19:08:00+00,2024,7,Thursday ,19,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
48183,D4,143,0,2024-06-12 20:30:00+00,2024,6,Wednesday,20,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
48197,A1,104,0,2024-06-13 11:26:00+00,2024,6,Thursday ,11,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
48201,D4,162,0,2024-06-13 19:27:00+00,2024,6,Thursday ,19,HARRISON AVE,42.34493380657585,-71.06366422309003,"(42.34493380657585, -71.06366422309003)"
48215,A1,72,0,2024-05-06 09:48:00+00,2024,5,Monday   ,9,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
48223,E18,522,0,2024-05-05 11:29:00+00,2024,5,Sunday   ,11,HYDE PARK AVE,42.25332940861728,-71.12467234893406,"(42.253329408617276, -71.12467234893406)"
48224,A1,93,0,2024-05-09 12:02:00+00,2024,5,Thursday ,12,NORTH ST,42.36045047253847,-71.0564406191821,"(42.36045047253847, -71.0564406191821)"
48235,A1,72,0,2024-05-22 18:10:00+00,2024,5,Wednesday,18,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
48244,C6,214,0,2024-05-29 09:31:00+00,2024,5,Wednesday,9,W BROADWAY,42.33611150189893,-71.04665481129499,"(42.336111501898934, -71.04665481129499)"
48247,D4,146,0,2024-05-28 17:47:00+00,2024,5,Tuesday  ,17,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
48257,C6,200,0,2024-02-23 21:20:00+00,2024,2,Friday   ,21,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
48262,C11,450,0,2024-02-23 12:57:00+00,2024,2,Friday   ,12,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
48272,E13,581,0,2024-02-24 12:48:00+00,2024,2,Saturday ,12,CENTRE ST,42.322913645981735,-71.10328464648619,"(42.322913645981735, -71.10328464648619)"
48278,D14,768,0,2024-02-24 20:36:00+00,2024,2,Saturday ,20,MARKET ST,42.35524865013419,-71.14966880287777,"(42.35524865013419, -71.14966880287777)"
48284,D4,143,0,2024-02-24 12:00:00+00,2024,2,Saturday ,12,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
48299,E13,645,0,2024-05-23 14:41:00+00,2024,5,Thursday ,14,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
48315,A1,111,0,2024-05-25 15:22:00+00,2024,5,Saturday ,15,WASHINGTON ST,42.352729000406285,-71.062563376214,"(42.352729000406285, -71.062563376214)"
48316,A1,112,0,2024-05-25 17:07:00+00,2024,5,Saturday ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
48336,A7,26,0,2024-04-29 18:49:00+00,2024,4,Monday   ,18,BORDER ST,42.37382704784248,-71.04052495666849,"(42.373827047842475, -71.04052495666849)"
48349,A1,104,0,2024-05-09 11:28:00+00,2024,5,Thursday ,11,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
48351,A1,75,0,2024-05-09 11:51:00+00,2024,5,Thursday ,11,CAUSEWAY ST,42.36497502467358,-71.06204443964049,"(42.36497502467358, -71.06204443964049)"
48450,A1,104,0,2024-05-22 17:20:00+00,2024,5,Wednesday,17,WASHINGTON ST,42.35591887106224,-71.0600058446897,"(42.35591887106224, -71.0600058446897)"
48505,D4,167,0,2024-04-01 13:54:00+00,2024,4,Monday   ,13,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
48513,C6,222,0,2024-04-18 09:06:00+00,2024,4,Thursday ,9,E BROADWAY,42.335616098217365,-71.03641939204086,"(42.335616098217365, -71.03641939204086)"
48517,A1,94,0,2024-04-18 12:12:00+00,2024,4,Thursday ,12,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
48526,A1,72,0,2024-07-02 11:00:00+00,2024,7,Tuesday  ,11,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
48568,B2,309,0,2024-05-05 11:20:00+00,2024,5,Sunday   ,11,MARTIN LUTHER KING JR BLVD,42.318600893967655,-71.0840585146896,"(42.318600893967655, -71.0840585146896)"
48634,A7,28,0,2024-04-18 23:12:00+00,2024,4,Thursday ,23,CENTRAL SQ,42.37421052890368,-71.03918521307645,"(42.37421052890368, -71.03918521307645)"
48638,C6,226,0,2024-04-18 17:26:00+00,2024,4,Thursday ,17,E BROADWAY,42.335616098217365,-71.03641939204086,"(42.335616098217365, -71.03641939204086)"
48645,A1,112,0,2024-04-18 18:12:00+00,2024,4,Thursday ,18,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
48654,D4,627,0,2024-04-18 20:01:00+00,2024,4,Thursday ,20,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
48692,E5,726,0,2024-03-30 11:30:00+00,2024,3,Saturday ,11,SPRING ST,42.27757931459733,-71.16274885532803,"(42.27757931459733, -71.16274885532803)"
48741,D14,767,0,2024-02-04 17:32:00+00,2024,2,Sunday   ,17,SOLDIERS FIELD RD,42.35934373406279,-71.15389845967019,"(42.35934373406279, -71.15389845967019)"
48746,D4,627,0,2024-02-04 20:32:00+00,2024,2,Sunday   ,20,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
48759,A1,72,0,2024-02-02 16:29:00+00,2024,2,Friday   ,16,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
48839,A1,72,0,2024-01-30 12:25:00+00,2024,1,Tuesday  ,12,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
48845,B3,476,0,2024-01-30 19:48:00+00,2024,1,Tuesday  ,19,BLUE HILL AVE,42.2699468933332,-71.0938037982284,"(42.2699468933332, -71.0938037982284)"
48902,D4,,0,2023-05-09 12:57:00+00,2023,5,Tuesday  ,12,HARRISON AVE,42.34493380657585,-71.06366422309003,"(42.34493380657585, -71.06366422309003)"
48933,D4,162,0,2023-08-29 16:56:00+00,2023,8,Tuesday  ,16,HARRISON AVE,42.34496681296949,-71.06382272667581,"(42.34496681296949, -71.06382272667581)"
48934,D4,627,0,2023-08-29 17:26:00+00,2023,8,Tuesday  ,17,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
48939,E13,304,0,2023-08-29 17:59:00+00,2023,8,Tuesday  ,17,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
48941,E13,304,0,2023-08-29 18:28:00+00,2023,8,Tuesday  ,18,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
